,YEAR,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
777,2018,Kentucky,5,16,32,95
778,2018,Buffalo,13,32,32,75
779,2018,Loyola Chicago,11,4,32,63
780,2018,Tennessee,3,32,32,62
781,2018,Nevada,7,16,32,75
782,2018,Cincinnati,2,32,32,73
783,2018,Xavier,1,32,32,70
784,2018,Florida St.,9,8,32,75
785,2018,Ohio St.,5,32,32,84
786,2018,Gonzaga,4,16,32,90
787,2018,Houston,6,32,32,63
788,2018,Michigan,3,2,32,64
789,2018,Texas A&M,7,16,32,86
790,2018,North Carolina,2,32,32,65
791,2018,Villanova,1,1,32,81
792,2018,Alabama,9,32,32,58
793,2018,West Virginia,5,16,32,94
794,2018,Marshall,13,32,32,71
795,2018,Florida,6,32,32,66
796,2018,Texas Tech,3,8,32,69
797,2018,Butler,10,32,32,73
798,2018,Purdue,2,16,32,76
799,2018,Kansas,1,4,32,83
800,2018,Seton Hall,8,32,32,79
801,2018,Clemson,5,16,32,84
802,2018,Auburn,4,32,32,53
803,2018,Syracuse,11,16,32,55
804,2018,Michigan St.,3,32,32,53
805,2018,Rhode Island,7,32,32,62
806,2018,Duke,2,8,32,87
807,2018,Kansas St.,9,8,16,61
808,2018,Kentucky,5,16,16,58
809,2018,Loyola Chicago,11,4,16,69
810,2018,Nevada,7,16,16,68
811,2018,Florida St.,9,8,16,75
812,2018,Gonzaga,4,16,16,60
813,2018,Michigan,3,2,16,99
814,2018,Texas A&M,7,16,16,72
815,2018,Villanova,1,1,16,90
816,2018,West Virginia,5,16,16,78
817,2018,Texas Tech,3,8,16,78
818,2018,Purdue,2,16,16,65
819,2018,Kansas,1,4,16,80
820,2018,Clemson,5,16,16,76
821,2018,Syracuse,11,16,16,65
822,2018,Duke,2,8,16,69
823,2018,Kansas St.,9,8,8,62
824,2018,Loyola Chicago,11,4,8,78
825,2018,Florida St.,9,8,8,54
826,2018,Michigan,3,2,8,58
827,2018,Villanova,1,1,8,71
828,2018,Texas Tech,3,8,8,59
829,2018,Kansas,1,4,8,85
830,2018,Duke,2,8,8,81
831,2018,Loyola Chicago,11,4,4,57
832,2018,Michigan,3,2,4,69
833,2018,Villanova,1,1,4,95
834,2018,Kansas,1,4,4,79
835,2018,Michigan,3,2,2,62
836,2018,Villanova,1,1,2,79
837,2017,Villanova,1,32,64,76
838,2017,Mount St. Mary's,16,64,64,56
839,2017,Wisconsin,8,16,64,84
840,2017,Virginia Tech,9,64,64,74
841,2017,Virginia,5,32,64,76
842,2017,UNC Wilmington,12,64,64,71
843,2017,Florida,4,8,64,80
844,2017,East Tennessee St.,13,64,64,65
845,2017,SMU,6,64,64,65
846,2017,USC,11,32,64,66
847,2017,Baylor,3,16,64,91
848,2017,New Mexico St.,14,64,64,73
849,2017,South Carolina,7,4,64,93
850,2017,Marquette,10,64,64,73
851,2017,Duke,2,32,64,87
852,2017,Troy,15,64,64,65
853,2017,Gonzaga,1,2,64,66
854,2017,South Dakota St.,16,64,64,46
855,2017,Northwestern,8,32,64,68
856,2017,Vanderbilt,9,64,64,66
857,2017,Notre Dame,5,32,64,60
858,2017,Princeton,12,64,64,58
859,2017,West Virginia,4,16,64,86
860,2017,Bucknell,13,64,64,80
861,2017,Maryland,6,64,64,65
862,2017,Xavier,11,8,64,76
863,2017,Florida St.,3,32,64,86
864,2017,Florida Gulf Coast,14,64,64,80
865,2017,Saint Mary's,7,32,64,85
866,2017,VCU,10,64,64,77
867,2017,Arizona,2,16,64,100
868,2017,North Dakota,15,64,64,82
869,2017,Kansas,1,8,64,100
870,2017,UC Davis,16,64,64,62
871,2017,Miami FL,8,64,64,58
872,2017,Michigan St.,9,32,64,78
873,2017,Iowa St.,5,32,64,84
874,2017,Nevada,12,64,64,73
875,2017,Purdue,4,16,64,80
876,2017,Vermont,13,64,64,70
877,2017,Creighton,6,64,64,72
878,2017,Rhode Island,11,32,64,84
879,2017,Oregon,3,4,64,93
880,2017,Iona,14,64,64,77
881,2017,Michigan,7,16,64,92
882,2017,Oklahoma St.,10,64,64,91
883,2017,Louisville,2,32,64,78
884,2017,Jacksonville St.,15,64,64,63
885,2017,North Carolina,1,1,64,103
886,2017,Texas Southern,16,64,64,64
887,2017,Arkansas,8,32,64,77
888,2017,Seton Hall,9,64,64,71
889,2017,Minnesota,5,64,64,72
890,2017,Middle Tennessee,12,32,64,81
891,2017,Butler,4,16,64,76
892,2017,Winthrop,13,64,64,64
893,2017,Cincinnati,6,32,64,75
894,2017,Kansas St.,11,64,64,61
895,2017,UCLA,3,16,64,97
896,2017,Kent St.,14,64,64,80
897,2017,Dayton,7,64,64,58
898,2017,Wichita St.,10,32,64,64
899,2017,Kentucky,2,8,64,79
900,2017,Northern Kentucky,15,64,64,70
901,2017,Villanova,1,32,32,62
902,2017,Wisconsin,8,16,32,65
903,2017,Virginia,5,32,32,39
904,2017,Florida,4,8,32,65
905,2017,USC,11,32,32,78
906,2017,Baylor,3,16,32,82
907,2017,South Carolina,7,4,32,88
908,2017,Duke,2,32,32,81
909,2017,Gonzaga,1,2,32,79
910,2017,Northwestern,8,32,32,73
911,2017,Notre Dame,5,32,32,71
912,2017,West Virginia,4,16,32,83
913,2017,Xavier,11,8,32,91
914,2017,Florida St.,3,32,32,66
915,2017,Saint Mary's,7,32,32,60
916,2017,Arizona,2,16,32,69
917,2017,Kansas,1,8,32,90
918,2017,Michigan St.,9,32,32,70
919,2017,Iowa St.,5,32,32,76
920,2017,Purdue,4,16,32,80
921,2017,Rhode Island,11,32,32,72
922,2017,Oregon,3,4,32,75
923,2017,Michigan,7,16,32,73
924,2017,Louisville,2,32,32,69
925,2017,North Carolina,1,1,32,72
926,2017,Arkansas,8,32,32,65
927,2017,Middle Tennessee,12,32,32,65
928,2017,Butler,4,16,32,74
929,2017,Cincinnati,6,32,32,67
930,2017,UCLA,3,16,32,79
931,2017,Wichita St.,10,32,32,62
932,2017,Kentucky,2,8,32,65
933,2017,Wisconsin,8,16,16,83
934,2017,Florida,4,8,16,84
935,2017,Baylor,3,16,16,50
936,2017,South Carolina,7,4,16,70
937,2017,Gonzaga,1,2,16,61
938,2017,West Virginia,4,16,16,58
939,2017,Xavier,11,8,16,73
940,2017,Arizona,2,16,16,71
941,2017,Kansas,1,8,16,98
942,2017,Purdue,4,16,16,66
943,2017,Oregon,3,4,16,69
944,2017,Michigan,7,16,16,68
945,2017,North Carolina,1,1,16,92
946,2017,Butler,4,16,16,80
947,2017,UCLA,3,16,16,75
948,2017,Kentucky,2,8,16,86
949,2017,Florida,4,8,8,70
950,2017,South Carolina,7,4,8,77
951,2017,Gonzaga,1,2,8,83
952,2017,Xavier,11,8,8,59
953,2017,Kansas,1,8,8,60
954,2017,Oregon,3,4,8,74
955,2017,North Carolina,1,1,8,75
956,2017,Kentucky,2,8,8,73
957,2017,South Carolina,7,4,4,73
958,2017,Gonzaga,1,2,4,77
959,2017,Oregon,3,4,4,76
960,2017,North Carolina,1,1,4,77
961,2017,Gonzaga,1,2,2,65
962,2017,North Carolina,1,1,2,71
963,2016,Kansas,1,8,64,105
964,2016,Austin Peay,16,64,64,79
965,2016,Colorado,8,64,64,67
966,2016,Connecticut,9,32,64,74
967,2016,Maryland,5,16,64,79
968,2016,South Dakota St.,12,64,64,74
969,2016,California,4,64,64,66
970,2016,Hawaii,13,32,64,77
971,2016,Arizona,6,64,64,55
972,2016,Wichita St.,11,32,64,65
973,2016,Miami FL,3,16,64,79
974,2016,Buffalo,14,64,64,72
975,2016,Iowa,7,32,64,72
976,2016,Temple,10,64,64,70
977,2016,Villanova,2,1,64,86
978,2016,UNC Asheville,15,64,64,56
979,2016,Oregon,1,8,64,91
980,2016,Holy Cross,16,64,64,52
981,2016,Saint Joseph's,8,32,64,78
982,2016,Cincinnati,9,64,64,76
983,2016,Baylor,5,64,64,75
984,2016,Yale,12,32,64,79
985,2016,Duke,4,16,64,93
986,2016,UNC Wilmington,13,64,64,85
987,2016,Texas,6,64,64,72
988,2016,Northern Iowa,11,32,64,75
989,2016,Texas A&M,3,16,64,92
990,2016,Green Bay,14,64,64,65
991,2016,Oregon St.,7,64,64,67
992,2016,VCU,10,32,64,75
993,2016,Oklahoma,2,4,64,82
994,2016,Cal St. Bakersfield,15,64,64,68
995,2016,North Carolina,1,2,64,83
996,2016,Florida Gulf Coast,16,64,64,67
997,2016,USC,8,64,64,69
998,2016,Providence,9,32,64,70
999,2016,Indiana,5,16,64,99
1000,2016,Chattanooga,12,64,64,74
1001,2016,Kentucky,4,32,64,85
1002,2016,Stony Brook,13,64,64,57
1003,2016,Notre Dame,6,8,64,70
1004,2016,Michigan,11,64,64,63
1005,2016,West Virginia,3,64,64,56
1006,2016,Stephen F. Austin,14,32,64,70
1007,2016,Wisconsin,7,16,64,47
1008,2016,Pittsburgh,10,64,64,43
1009,2016,Xavier,2,32,64,71
1010,2016,Weber St.,15,64,64,53
1011,2016,Virginia,1,8,64,81
1012,2016,Hampton,16,64,64,45
1013,2016,Texas Tech,8,64,64,61
1014,2016,Butler,9,32,64,71
1015,2016,Purdue,5,64,64,83
1016,2016,Little Rock,12,32,64,85
1017,2016,Iowa St.,4,16,64,94
1018,2016,Iona,13,64,64,81
1019,2016,Seton Hall,6,64,64,52
1020,2016,Gonzaga,11,16,64,68
1021,2016,Utah,3,32,64,80
1022,2016,Fresno St.,14,64,64,69
1023,2016,Dayton,7,64,64,51
1024,2016,Syracuse,10,4,64,70
1025,2016,Michigan St.,2,64,64,81
1026,2016,Middle Tennessee,15,32,64,90
1027,2016,Kansas,1,8,32,73
1028,2016,Connecticut,9,32,32,61
1029,2016,Maryland,5,16,32,73
1030,2016,Hawaii,13,32,32,60
1031,2016,Wichita St.,11,32,32,57
1032,2016,Miami FL,3,16,32,65
1033,2016,Iowa,7,32,32,68
1034,2016,Villanova,2,1,32,87
1035,2016,Oregon,1,8,32,69
1036,2016,Saint Joseph's,8,32,32,64
1037,2016,Yale,12,32,32,64
1038,2016,Duke,4,16,32,71
1039,2016,Northern Iowa,11,32,32,88
1040,2016,Texas A&M,3,16,32,92
1041,2016,VCU,10,32,32,81
1042,2016,Oklahoma,2,4,32,85
1043,2016,North Carolina,1,2,32,85
1044,2016,Providence,9,32,32,66
1045,2016,Indiana,5,16,32,73
1046,2016,Kentucky,4,32,32,67
1047,2016,Notre Dame,6,8,32,76
1048,2016,Stephen F. Austin,14,32,32,75
1049,2016,Wisconsin,7,16,32,66
1050,2016,Xavier,2,32,32,63
1051,2016,Virginia,1,8,32,77
1052,2016,Butler,9,32,32,69
1053,2016,Little Rock,12,32,32,61
1054,2016,Iowa St.,4,16,32,78
1055,2016,Gonzaga,11,16,32,82
1056,2016,Utah,3,32,32,59
1057,2016,Syracuse,10,4,32,75
1058,2016,Middle Tennessee,15,32,32,50
1059,2016,Kansas,1,8,16,79
1060,2016,Maryland,5,16,16,63
1061,2016,Miami FL,3,16,16,69
1062,2016,Villanova,2,1,16,92
1063,2016,Oregon,1,8,16,82
1064,2016,Duke,4,16,16,68
1065,2016,Texas A&M,3,16,16,63
1066,2016,Oklahoma,2,4,16,77
1067,2016,North Carolina,1,2,16,101
1068,2016,Indiana,5,16,16,86
1069,2016,Notre Dame,6,8,16,61
1070,2016,Wisconsin,7,16,16,56
1071,2016,Virginia,1,8,16,84
1072,2016,Iowa St.,4,16,16,71
1073,2016,Gonzaga,11,16,16,60
1074,2016,Syracuse,10,4,16,63
1075,2016,Kansas,1,8,8,59
1076,2016,Villanova,2,1,8,64
1077,2016,Oregon,1,8,8,68
1078,2016,Oklahoma,2,4,8,80
1079,2016,North Carolina,1,2,8,88
1080,2016,Notre Dame,6,8,8,74
1081,2016,Virginia,1,8,8,62
1082,2016,Syracuse,10,4,8,68
1083,2016,Villanova,2,1,4,95
1084,2016,Oklahoma,2,4,4,51
1085,2016,North Carolina,1,2,4,83
1086,2016,Syracuse,10,4,4,66
1087,2016,Villanova,2,1,2,77
1088,2016,North Carolina,1,2,2,74
1089,2015,Kentucky,1,4,64,79
1090,2015,Hampton,16,64,64,56
1091,2015,Cincinnati,8,32,64,66
1092,2015,Purdue,9,64,64,65
1093,2015,West Virginia,5,16,64,68
1094,2015,Buffalo,12,64,64,62
1095,2015,Maryland,4,32,64,65
1096,2015,Valparaiso,13,64,64,62
1097,2015,Butler,6,32,64,56
1098,2015,Texas,11,64,64,48
1099,2015,Notre Dame,3,8,64,69
1100,2015,Northeastern,14,64,64,65
1101,2015,Wichita St.,7,16,64,81
1102,2015,Indiana,10,64,64,76
1103,2015,Kansas,2,32,64,75
1104,2015,New Mexico St.,15,64,64,56
1105,2015,Wisconsin,1,2,64,86
1106,2015,Coastal Carolina,16,64,64,72
1107,2015,Oregon,8,32,64,79
1108,2015,Oklahoma St.,9,64,64,73
1109,2015,Arkansas,5,32,64,56
1110,2015,Wofford,12,64,64,53
1111,2015,North Carolina,4,16,64,67
1112,2015,Harvard,13,64,64,65
1113,2015,Xavier,6,16,64,76
1114,2015,Mississippi,11,64,64,57
1115,2015,Baylor,3,64,64,56
1116,2015,Georgia St.,14,32,64,57
1117,2015,VCU,7,64,64,72
1118,2015,Ohio St.,10,32,64,75
1119,2015,Arizona,2,8,64,93
1120,2015,Texas Southern,15,64,64,72
1121,2015,Villanova,1,32,64,93
1122,2015,Lafayette,16,64,64,52
1123,2015,N.C. State,8,16,64,66
1124,2015,LSU,9,64,64,65
1125,2015,Northern Iowa,5,32,64,71
1126,2015,Wyoming,12,64,64,54
1127,2015,Louisville,4,8,64,57
1128,2015,UC Irvine,13,64,64,55
1129,2015,Providence,6,64,64,53
1130,2015,Dayton,11,32,64,66
1131,2015,Oklahoma,3,16,64,69
1132,2015,Albany,14,64,64,60
1133,2015,Michigan St.,7,4,64,70
1134,2015,Georgia,10,64,64,63
1135,2015,Virginia,2,32,64,79
1136,2015,Belmont,15,64,64,67
1137,2015,Duke,1,1,64,85
1138,2015,Robert Morris,16,64,64,56
1139,2015,San Diego St.,8,32,64,76
1140,2015,St. John's,9,64,64,64
1141,2015,Utah,5,16,64,57
1142,2015,Stephen F. Austin,12,64,64,50
1143,2015,Georgetown,4,32,64,84
1144,2015,Eastern Washington,13,64,64,74
1145,2015,SMU,6,64,64,59
1146,2015,UCLA,11,16,64,60
1147,2015,Iowa St.,3,64,64,59
1148,2015,UAB,14,32,64,60
1149,2015,Iowa,7,32,64,83
1150,2015,Davidson,10,64,64,52
1151,2015,Gonzaga,2,8,64,86
1152,2015,North Dakota St.,15,64,64,76
1153,2015,Kentucky,1,4,32,64
1154,2015,Cincinnati,8,32,32,51
1155,2015,West Virginia,5,16,32,69
1156,2015,Maryland,4,32,32,59
1157,2015,Butler,6,32,32,64
1158,2015,Notre Dame,3,8,32,67
1159,2015,Wichita St.,7,16,32,78
1160,2015,Kansas,2,32,32,65
1161,2015,Wisconsin,1,2,32,72
1162,2015,Oregon,8,32,32,65
1163,2015,Arkansas,5,32,32,78
1164,2015,North Carolina,4,16,32,87
1165,2015,Xavier,6,16,32,75
1166,2015,Georgia St.,14,32,32,67
1167,2015,Ohio St.,10,32,32,58
1168,2015,Arizona,2,8,32,73
1169,2015,Villanova,1,32,32,68
1170,2015,N.C. State,8,16,32,71
1171,2015,Northern Iowa,5,32,32,53
1172,2015,Louisville,4,8,32,66
1173,2015,Dayton,11,32,32,66
1174,2015,Oklahoma,3,16,32,72
1175,2015,Michigan St.,7,4,32,60
1176,2015,Virginia,2,32,32,54
1177,2015,Duke,1,1,32,68
1178,2015,San Diego St.,8,32,32,49
1179,2015,Utah,5,16,32,75
1180,2015,Georgetown,4,32,32,64
1181,2015,UCLA,11,16,32,92
1182,2015,UAB,14,32,32,75
1183,2015,Iowa,7,32,32,68
1184,2015,Gonzaga,2,8,32,87
1185,2015,Kentucky,1,4,16,78
1186,2015,West Virginia,5,16,16,39
1187,2015,Notre Dame,3,8,16,81
1188,2015,Wichita St.,7,16,16,70
1189,2015,Wisconsin,1,2,16,79
1190,2015,North Carolina,4,16,16,72
1191,2015,Xavier,6,16,16,60
1192,2015,Arizona,2,8,16,68
1193,2015,N.C. State,8,16,16,65
1194,2015,Louisville,4,8,16,75
1195,2015,Oklahoma,3,16,16,58
1196,2015,Michigan St.,7,4,16,62
1197,2015,Duke,1,1,16,63
1198,2015,Utah,5,16,16,57
1199,2015,UCLA,11,16,16,62
1200,2015,Gonzaga,2,8,16,74
1201,2015,Kentucky,1,4,8,68
1202,2015,Notre Dame,3,8,8,66
1203,2015,Wisconsin,1,2,8,85
1204,2015,Arizona,2,8,8,78
1205,2015,Louisville,4,8,8,70
1206,2015,Michigan St.,7,4,8,76
1207,2015,Duke,1,1,8,66
1208,2015,Gonzaga,2,8,8,52
1209,2015,Kentucky,1,4,4,64
1210,2015,Wisconsin,1,2,4,71
1211,2015,Michigan St.,7,4,4,61
1212,2015,Duke,1,1,4,81
1213,2015,Wisconsin,1,2,2,63
1214,2015,Duke,1,1,2,68
1215,2014,Florida,1,4,64,67
1216,2014,Albany,16,64,64,55
1217,2014,Colorado,8,64,64,48
1218,2014,Pittsburgh,9,32,64,77
1219,2014,VCU,5,64,64,75
1220,2014,Stephen F. Austin,12,32,64,77
1221,2014,UCLA,4,16,64,76
1222,2014,Tulsa,13,64,64,59
1223,2014,Ohio St.,6,64,64,59
1224,2014,Dayton,11,8,64,60
1225,2014,Syracuse,3,32,64,77
1226,2014,Western Michigan,14,64,64,53
1227,2014,New Mexico,7,64,64,53
1228,2014,Stanford,10,16,64,58
1229,2014,Kansas,2,32,64,80
1230,2014,Eastern Kentucky,15,64,64,69
1231,2014,Virginia,1,16,64,70
1232,2014,Coastal Carolina,16,64,64,59
1233,2014,Memphis,8,32,64,71
1234,2014,George Washington,9,64,64,66
1235,2014,Cincinnati,5,64,64,57
1236,2014,Harvard,12,32,64,61
1237,2014,Michigan St.,4,8,64,93
1238,2014,Delaware,13,64,64,78
1239,2014,North Carolina,6,32,64,79
1240,2014,Providence,11,64,64,77
1241,2014,Iowa St.,3,16,64,93
1242,2014,North Carolina Central,14,64,64,75
1243,2014,Connecticut,7,1,64,89
1244,2014,Saint Joseph's,10,64,64,81
1245,2014,Villanova,2,32,64,73
1246,2014,Milwaukee,15,64,64,53
1247,2014,Arizona,1,8,64,68
1248,2014,Weber St.,16,64,64,59
1249,2014,Gonzaga,8,32,64,85
1250,2014,Oklahoma St.,9,64,64,77
1251,2014,Oklahoma,5,64,64,75
1252,2014,North Dakota St.,12,32,64,80
1253,2014,San Diego St.,4,16,64,73
1254,2014,New Mexico St.,13,64,64,69
1255,2014,Baylor,6,16,64,74
1256,2014,Nebraska,11,64,64,60
1257,2014,Creighton,3,32,64,76
1258,2014,Louisiana,14,64,64,66
1259,2014,Oregon,7,32,64,87
1260,2014,BYU,10,64,64,68
1261,2014,Wisconsin,2,4,64,75
1262,2014,American,15,64,64,35
1263,2014,Wichita St.,1,32,64,64
1264,2014,Cal Poly,16,64,64,37
1265,2014,Kentucky,8,2,64,56
1266,2014,Kansas St.,9,64,64,49
1267,2014,Saint Louis,5,32,64,83
1268,2014,N.C. State,12,64,64,80
1269,2014,Louisville,4,16,64,71
1270,2014,Manhattan,13,64,64,64
1271,2014,Massachusetts,6,64,64,67
1272,2014,Tennessee,11,16,64,86
1273,2014,Duke,3,64,64,71
1274,2014,Mercer,14,32,64,78
1275,2014,Texas,7,32,64,87
1276,2014,Arizona St.,10,64,64,85
1277,2014,Michigan,2,8,64,57
1278,2014,Wofford,15,64,64,40
1279,2014,Florida,1,4,32,61
1280,2014,Pittsburgh,9,32,32,45
1281,2014,Stephen F. Austin,12,32,32,60
1282,2014,UCLA,4,16,32,77
1283,2014,Dayton,11,8,32,55
1284,2014,Syracuse,3,32,32,53
1285,2014,Stanford,10,16,32,60
1286,2014,Kansas,2,32,32,57
1287,2014,Virginia,1,16,32,78
1288,2014,Memphis,8,32,32,60
1289,2014,Harvard,12,32,32,73
1290,2014,Michigan St.,4,8,32,80
1291,2014,North Carolina,6,32,32,83
1292,2014,Iowa St.,3,16,32,85
1293,2014,Connecticut,7,1,32,77
1294,2014,Villanova,2,32,32,65
1295,2014,Arizona,1,8,32,84
1296,2014,Gonzaga,8,32,32,61
1297,2014,North Dakota St.,12,32,32,44
1298,2014,San Diego St.,4,16,32,63
1299,2014,Baylor,6,16,32,85
1300,2014,Creighton,3,32,32,55
1301,2014,Oregon,7,32,32,77
1302,2014,Wisconsin,2,4,32,85
1303,2014,Wichita St.,1,32,32,76
1304,2014,Kentucky,8,2,32,78
1305,2014,Saint Louis,5,32,32,51
1306,2014,Louisville,4,16,32,66
1307,2014,Tennessee,11,16,32,83
1308,2014,Mercer,14,32,32,63
1309,2014,Texas,7,32,32,65
1310,2014,Michigan,2,8,32,79
1311,2014,Florida,1,4,16,79
